# x	y_0	y_1	y_2	y_3	y_4	y_5	y_6	y_7
1.152000	0.004170	0.003982	0.810222	0.000286	1.000001	0.000014	0.384681	0.000192
1.153000	0.004174	0.003986	0.810223	0.000286	1.000001	0.000014	0.384681	0.000192
1.154000	0.004178	0.003990	0.810223	0.000286	1.000001	0.000014	0.384681	0.000192
1.155000	0.004182	0.003994	0.810223	0.000286	1.000001	0.000014	0.384681	0.000193
1.156000	0.004186	0.003997	0.810224	0.000286	1.000001	0.000014	0.384681	0.000193
1.157000	0.004190	0.004001	0.810224	0.000286	1.000001	0.000014	0.384682	0.000193
1.158000	0.004194	0.004005	0.810224	0.000287	1.000001	0.000014	0.384682	0.000193
1.159000	0.004198	0.004009	0.810224	0.000287	1.000001	0.000014	0.384682	0.000194
1.160000	0.004202	0.004013	0.810225	0.000287	1.000001	0.000014	0.384682	0.000194
1.161000	0.004206	0.004017	0.810225	0.000287	1.000001	0.000014	0.384682	0.000194
1.162000	0.004210	0.004021	0.810225	0.000287	1.000001	0.000014	0.384683	0.000195
1.163000	0.004214	0.004024	0.810226	0.000287	1.000001	0.000014	0.384683	0.000195
1.164000	0.004218	0.004028	0.810226	0.000287	1.000001	0.000014	0.384683	0.000195
1.165000	0.004222	0.004032	0.810226	0.000288	1.000001	0.000014	0.384683	0.000195
1.166000	0.004226	0.004036	0.810226	0.000288	1.000001	0.000014	0.384683	0.000196
1.167000	0.004230	0.004040	0.810227	0.000288	1.000001	0.000015	0.384684	0.000196
1.168000	0.004234	0.004044	0.810227	0.000288	1.000001	0.000015	0.384684	0.000196
1.169000	0.004238	0.004048	0.810227	0.000288	1.000001	0.000015	0.384684	0.000197
1.170000	0.004242	0.004051	0.810228	0.000288	1.000001	0.000015	0.384684	0.000197
1.171000	0.004246	0.004055	0.810228	0.000288	1.000001	0.000015	0.384684	0.000197
1.172000	0.004250	0.004059	0.810228	0.000289	1.000001	0.000015	0.384685	0.000198
1.173000	0.004254	0.004063	0.810229	0.000289	1.000001	0.000015	0.384685	0.000198
1.174000	0.004258	0.004067	0.810229	0.000289	1.000001	0.000015	0.384685	0.000198
1.175000	0.004262	0.004071	0.810229	0.000289	1.000001	0.000015	0.384685	0.000198
1.176000	0.004266	0.004075	0.810229	0.000289	1.000001	0.000015	0.384685	0.000199
1.177000	0.004270	0.004079	0.810230	0.000289	1.000001	0.000015	0.384686	0.000199
1.178000	0.004274	0.004083	0.810230	0.000289	1.000001	0.000015	0.384686	0.000199
1.179000	0.004278	0.004086	0.810230	0.000290	1.000002	0.000015	0.384686	0.000200
1.180000	0.004283	0.004090	0.810231	0.000290	1.000002	0.000015	0.384686	0.000200
1.181000	0.004287	0.004094	0.810231	0.000290	1.000002	0.000015	0.384686	0.000200
1.182000	0.004291	0.004098	0.810231	0.000290	1.000002	0.000015	0.384687	0.000201
1.183000	0.004295	0.004102	0.810231	0.000290	1.000002	0.000016	0.384687	0.000201
1.184000	0.004299	0.004106	0.810232	0.000290	1.000002	0.000016	0.384687	0.000201
1.185000	0.004303	0.004110	0.810232	0.000291	1.000002	0.000016	0.384687	0.000201
1.186000	0.004307	0.004114	0.810232	0.000291	1.000002	0.000016	0.384687	0.000202
1.187000	0.004311	0.004118	0.810233	0.000291	1.000002	0.000016	0.384688	0.000202
1.188000	0.004315	0.004122	0.810233	0.000291	1.000002	0.000016	0.384688	0.000202
1.189000	0.004320	0.004126	0.810233	0.000291	1.000002	0.000016	0.384688	0.000203
1.190000	0.004324	0.004130	0.810233	0.000291	1.000002	0.000016	0.384688	0.000203
1.191000	0.004328	0.004134	0.810234	0.000292	1.000002	0.000016	0.384688	0.000203
1.192000	0.004332	0.004138	0.810234	0.000292	1.000002	0.000016	0.384689	0.000204
1.193000	0.004336	0.004142	0.810234	0.000292	1.000002	0.000016	0.384689	0.000204
1.194000	0.004340	0.004146	0.810235	0.000292	1.000002	0.000016	0.384689	0.000204
1.195000	0.004344	0.004150	0.810235	0.000292	1.000002	0.000016	0.384689	0.000204
1.196000	0.004349	0.004154	0.810235	0.000292	1.000002	0.000016	0.384689	0.000205
1.197000	0.004353	0.004157	0.810235	0.000293	1.000002	0.000016	0.384690	0.000205
1.198000	0.004357	0.004161	0.810236	0.000293	1.000002	0.000016	0.384690	0.000205
1.199000	0.004361	0.004165	0.810236	0.000293	1.000002	0.000017	0.384690	0.000206
1.200000	0.004365	0.004169	0.810236	0.000293	1.000002	0.000017	0.384690	0.000206
1.201000	0.004369	0.004173	0.810237	0.000293	1.000002	0.000017	0.384690	0.000206
1.202000	0.004373	0.004177	0.810237	0.000293	1.000002	0.000017	0.384691	0.000207
1.203000	0.004378	0.004181	0.810237	0.000294	1.000002	0.000017	0.384691	0.000207
1.204000	0.004382	0.004185	0.810238	0.000294	1.000002	0.000017	0.384691	0.000207
1.205000	0.004386	0.004189	0.810238	0.000294	1.000002	0.000017	0.384691	0.000207
